actor_id,bacon_number,intermediary
3902,4,651
3903,6,1988
3904,4,2631
3905,3,573
3906,,
3907,,
3908,3,460
3909,2,1560
3910,3,4465
3911,4,4536
3912,3,4613
3913,2,4659
3914,3,850
3915,6,2145
3916,2,1360
3917,4,4052
3918,2,2551
3919,4,690
3920,5,2261
3921,4,3185
3922,,
3923,4,705
3924,3,4225
3925,3,4858
3926,4,2398
3927,4,1693
3928,3,53
3929,3,3450
3930,6,2394
3931,3,3344
3932,2,775
3933,,
3934,3,2702
3935,5,1602
3936,3,3022
3937,5,2560
3938,3,4325
3939,4,4891
3940,3,50
3941,3,4523
3942,4,691
3943,4,2569
3944,3,564
3945,4,4844
3946,4,651
3947,4,691
3948,,
3949,3,3105
3950,2,3613
3951,,
3952,3,4235
3953,4,3627
3954,3,609
3955,4,4292
3956,3,2647
3957,4,693
3958,,
3959,2,2551
3960,4,3373
3961,3,3477
3962,3,911
3963,6,2240
3964,3,2136
3965,2,83
3966,4,1337
3967,3,1880
3968,4,4113
3969,8,4416
3970,3,3560
3971,3,2290
3972,3,1107
3973,2,4659
3974,2,2551
3975,4,2448
3976,,
3977,4,3881
3978,3,4616
3979,3,2335
3980,4,3954
3981,3,230
3982,3,3564
3983,3,50
3984,3,720
3985,4,3615
3986,5,3184
3987,3,4344
3988,4,2487
3989,4,3079
3990,4,3768
3991,4,589
3992,4,3952
3993,3,503
3994,2,2724
3995,,
3996,3,460
3997,3,4465
3998,4,2405
3999,3,2640
4000,3,1940
4001,4,2563
4002,3,4071
4003,4,3818
4004,,
4005,3,52
4006,4,3623
4007,4,4499
4008,6,1982
4009,2,2551
4010,3,882
4011,2,1085
4012,3,2437
4013,3,573
4014,3,2686
4015,3,491
4016,3,3840
4017,,
4018,5,2308
4019,4,1840
4020,8,4416
4021,4,1580
4022,3,3655
4023,5,3872
4024,2,1092
4025,4,2855
4026,5,4425
4027,5,2897
4028,4,3881
4029,1,2720
4030,3,1238
4031,3,3637
4032,4,3060
4033,3,4071
4034,2,4691
4035,2,4029
4036,3,2449
4037,4,1336
4038,4,1336
4039,4,4907
4040,3,4858
4041,,
4042,4,2568
4043,,
4044,,
4045,,
4046,4,3185
4047,3,934
4048,,
4049,,
4050,2,1946
4051,4,1819
4052,3,725
4053,,
4054,4,1866
4055,4,3768
4056,5,678
4057,4,3996
4058,3,473
4059,3,294
4060,,
4061,4,1051
4062,3,232
4063,2,4659
4064,3,4811
4065,2,1085
4066,,
4067,4,1396
4068,5,3396
4069,3,4093
4070,3,3950
4071,2,1518
4072,4,3073
4073,4,4907
4074,4,3798
4075,,
4076,4,204
4077,4,3768
4078,4,4466
4079,4,3796
4080,4,4193
4081,3,291
4082,3,4071
4083,2,4666
4084,5,3566
4085,4,854
4086,3,3414
4087,3,1773
4088,,
4089,4,1268
4090,4,796
4091,,
4092,3,3340
4093,2,2551
4094,2,4666
4095,,
4096,4,1400
4097,3,648
4098,3,720
4099,3,3564
4100,3,4523
4101,3,4350
4102,3,3230
4103,4,2672
4104,2,2724
4105,3,4948
4106,4,4036
4107,2,775
4108,3,4296
4109,4,3604
4110,3,2796
4111,4,3153
4112,5,4868
4113,3,4955
4114,3,650
4115,4,399
4116,2,1085
4117,4,1874
4118,3,3720
4119,3,50
4120,3,2374
4121,3,608
4122,4,2440
4123,2,2157
4124,6,3110
4125,3,4363
4126,5,2150
4127,3,1940
4128,3,566
4129,3,3316
4130,4,4720
4131,4,1840
4132,4,651
4133,3,1753
4134,4,4466
4135,4,4293
4136,3,2449
4137,3,294
4138,4,4052
4139,,
4140,4,726
4141,3,3859
4142,3,3065
4143,3,4296
4144,3,1113
4145,5,2864
4146,4,635
4147,4,3400
4148,4,3419
4149,,
4150,4,1991
4151,,
4152,3,2956
4153,3,3313
4154,4,973
4155,,
4156,4,1061
4157,,
4158,5,309
4159,4,399
4160,3,2362
4161,2,775
4162,2,4666
4163,3,4225
4164,4,3641
4165,3,4296
4166,,
4167,4,967
4168,,
4169,3,4669
4170,4,3800
4171,3,3285
4172,3,1200
4173,3,609
4174,5,1586
4175,3,971
4176,2,2747
4177,2,2551
4178,3,2188
4179,4,3513
4180,3,3552
4181,3,2287
4182,,
4183,3,3061
4184,3,4383
4185,,
4186,3,1753
4187,5,4848
4188,4,865
4189,3,3314
4190,4,651
4191,3,4598
4192,2,4029
4193,3,850
4194,4,2493
4195,4,4466
4196,3,74
4197,4,360
4198,3,566
4199,2,3536
4200,3,4251
4201,,
4202,4,4536
4203,4,1003
4204,5,2544
4205,2,1946
4206,5,2457
4207,3,4296
4208,3,4241
4209,,
4210,3,4523
4211,,
4212,4,1995
4213,4,1630
4214,2,2551
4215,3,4811
4216,3,503
4217,4,2857
4218,,
4219,3,1200
4220,3,4948
4221,2,3536
4222,2,463
4223,3,3276
4224,4,3660
4225,2,83
4226,4,1800
4227,2,2724
4228,3,4613
4229,2,2551
4230,3,294
4231,3,2397
4232,3,4363
4233,3,4296
4234,,
4235,2,775
4236,3,1129
4237,3,469
4238,4,4358
4239,4,706
4240,4,1469
4241,2,4029
4242,,
4243,,
4244,6,4764
4245,4,3798
4246,,
4247,,
4248,3,294
4249,5,3640
4250,,
4251,2,2747
4252,4,1062
4253,,
4254,4,2100
4255,3,3255
4256,4,1336
4257,,
4258,7,2391
4259,4,1232
4260,3,4296
4261,3,4296
4262,3,564
4263,,
4264,3,2449
4265,2,3536
4266,3,590
4267,4,194
4268,4,2629
4269,2,2103
4270,3,3552
4271,3,3896
4272,,
4273,,
4274,3,143
4275,,
4276,5,4612
4277,2,2551
4278,,
4279,4,3857
4280,3,4065
4281,2,1946
4282,3,2290
4283,3,1940
4284,3,4034
4285,2,83
4286,5,1079
4287,5,2690
4288,,
4289,3,2136
4290,3,882
4291,,
4292,3,3823
4293,3,4811
4294,4,179
4295,,
4296,2,2724
4297,,
4298,4,3615
4299,3,805
4300,2,1559
4301,2,3246
4302,3,3762
4303,,
4304,4,4101
4305,2,4691
4306,,
4307,3,4265
4308,4,2769
4309,,
4310,4,4907
4311,4,1330
4312,4,523
4313,2,1085
4314,5,1280
4315,4,3471
4316,3,720
4317,6,1982
4318,2,775
4319,4,30
4320,3,230
4321,4,4013
4322,5,1659
4323,4,4466
4324,3,3340
4325,2,4029
4326,4,1037
4327,,
4328,,
4329,,
4330,4,3375
4331,3,2474
4332,,
4333,4,2244
4334,3,546
4335,3,4214
4336,4,2015
4337,3,1118
4338,4,1386
4339,2,1946
4340,2,4666
4341,3,3450
4342,4,2487
4343,4,3707
4344,2,4890
4345,3,2031
4346,4,1268
4347,4,76
4348,3,4296
4349,3,725
4350,2,2551
4351,5,87
4352,4,4704
4353,4,651
4354,4,3291
4355,3,3314
4356,4,1866
4357,6,2238
4358,3,4065
4359,7,62
4360,4,4466
4361,2,4029
4362,4,3306
4363,2,83
4364,,
4365,3,1856
4366,6,2611
4367,6,1291
4368,3,3314
4369,6,3689
4370,4,2629
4371,3,3854
4372,4,3768
4373,3,4523
4374,4,1987
4375,,
4376,3,294
4377,3,3256
4378,5,2150
4379,3,3859
4380,3,3854
4381,3,4858
4382,4,3793
4383,2,3536
4384,4,4700
4385,4,1991
4386,4,3956
4387,3,4281
4388,3,4910
4389,4,757
4390,5,2415
4391,3,2031
4392,3,4523
4393,4,3146
4394,5,808
4395,4,4292
4396,4,651
4397,4,4696
4398,2,1092
4399,5,266
4400,3,2367
4401,3,4613
4402,4,589
4403,3,1589
4404,3,1113
4405,3,3340
4406,,
4407,3,3720
4408,3,3414
4409,3,1246
4410,5,734
4411,3,4034
4412,3,2796
4413,2,775
4414,5,129
4415,4,691
4416,7,62
4417,3,1107
4418,4,1693
4419,4,4720
4420,6,3190
4421,3,1753
4422,3,4613
4423,3,4035
4424,4,2610
4425,4,1798
4426,3,1572
4427,2,4029
4428,,
4429,3,2335
4430,,
4431,3,3313
4432,,
4433,3,402
4434,4,726
4435,3,4874
4436,5,3330
4437,5,2717
4438,2,775
4439,3,2702
4440,4,3674
4441,3,2031
4442,3,1200
4443,4,1051
4444,3,752
4445,,
4446,4,471
4447,2,2157
4448,3,460
4449,4,3756
4450,4,1587
4451,4,1350
4452,3,3293
4453,,
4454,3,2136
4455,3,3720
4456,5,4073
4457,,
4458,3,737
4459,3,4678
4460,,
4461,3,4024
4462,3,805
4463,3,4465
4464,3,2813
4465,2,1138
4466,3,1454
4467,4,1489
4468,,
4469,5,995
4470,3,4251
4471,3,50
4472,4,2125
4473,,
4474,3,1516
4475,2,4691
4476,,
4477,4,2518
4478,3,546
4479,5,808
4480,4,2440
4481,2,1138
4482,5,4054
4483,3,3717
4484,1,2720
4485,4,4682
4486,4,3796
4487,,
4488,,
4489,4,2015
4490,,
4491,4,691
4492,3,4065
4493,,
4494,4,3768
4495,3,1699
4496,3,1238
4497,4,589
4498,3,4811
4499,3,850
4500,3,4313
4501,4,2141
4502,4,1876
4503,2,2724
4504,4,199
4505,4,4629
4506,3,267
4507,3,2449
4508,4,3350
4509,3,802
4510,4,1183
4511,,
4512,4,810
4513,4,2448
4514,4,1337
4515,4,589
4516,4,4101
4517,4,2438
4518,3,2136
4519,3,1658
4520,2,891
4521,3,3786
4522,3,3717
4523,2,4029
4524,4,791
4525,2,2388
4526,3,725
4527,6,3625
4528,4,1152
4529,4,3195
4530,3,2796
4531,3,1238
4532,3,4811
4533,3,2436
4534,3,1387
4535,,
4536,3,2664
4537,3,50
4538,3,4811
4539,4,1733
4540,4,4426
4541,,
4542,4,4036
4543,4,22
4544,6,2611
4545,,
4546,3,1994
4547,5,734
4548,3,805
4549,3,1856
4550,5,455
4551,2,775
4552,4,3205
4553,4,4984
4554,4,1819
4555,3,3655
4556,4,3195
4557,4,3062
4558,2,4666
4559,4,1447
4560,,
4561,3,3288
4562,2,3613
4563,3,737
4564,4,2125
4565,,
4566,,
4567,4,2147
4568,3,1186
4569,,
4570,,
4571,,
4572,5,1480
4573,,
4574,5,1834
4575,4,1864
4576,3,2749
4577,4,2492
4578,3,3950
4579,3,3823
4580,3,2290
4581,,
4582,,
4583,,
4584,4,2405
4585,3,2142
4586,4,177
4587,,
4588,3,4811
4589,,
4590,3,4626
4591,4,2028
4592,8,4416
4593,,
4594,4,4700
4595,2,1559
4596,5,75
4597,3,4222
4598,2,4659
4599,7,2357
4600,4,523
4601,3,2031
4602,4,760
4603,3,4241
4604,4,2979
4605,,
4606,3,247
4607,4,55
4608,4,3768
4609,3,3437
4610,4,854
4611,3,230
4612,4,2444
4613,2,4666
4614,3,2236
4615,4,1060
4616,2,4659
4617,2,1138
4618,,
4619,4,3388
4620,5,1110
4621,4,2492
4622,3,2328
4623,4,1183
4624,4,474
4625,2,2724
4626,2,1559
4627,,
4628,3,1799
4629,3,4858
4630,2,2724
4631,4,854
4632,3,2162
4633,3,3288
4634,2,2103
4635,3,2449
4636,4,3350
4637,4,1061
4638,,
4639,4,587
4640,3,185
4641,3,3293
4642,3,4296
4643,3,1773
4644,2,722
4645,4,4293
4646,,
4647,3,2290
4648,2,463
4649,3,564
4650,,
4651,2,4890
4652,3,3717
4653,4,4186
4654,4,2365
4655,,
4656,5,4446
4657,4,1003
4658,4,2565
4659,1,2720
4660,4,2987
4661,3,2973
4662,4,3146
4663,3,2290
4664,,
4665,3,1999
4666,1,2720
4667,4,2028
4668,3,3854
4669,2,1085
4670,3,3959
4671,,
4672,3,1880
4673,4,797
4674,,
4675,2,2724
4676,5,4054
4677,3,1258
4678,2,3246
4679,2,4666
4680,3,4363
4681,,
4682,3,2374
4683,5,3566
4684,3,4465
4685,3,1856
4686,3,4475
4687,3,1884
4688,,
4689,3,3762
4690,6,2653
4691,1,2720
4692,6,210
4693,4,4052
4694,,
4695,3,2236
4696,3,573
4697,4,2701
4698,4,1819
4699,,
4700,3,1940
4701,,
4702,2,1085
4703,2,775
4704,3,1572
4705,4,1781
4706,4,1003
4707,4,4097
4708,3,1129
4709,3,4613
4710,4,4820
4711,3,3276
4712,4,589
4713,4,2855
4714,3,4199
4715,3,2728
4716,3,294
4717,3,1773
4718,,
4719,3,2426
4720,3,4296
4721,6,3689
4722,2,2724
4723,3,2813
4724,4,1469
4725,3,4941
4726,3,384
4727,,
4728,5,4425
4729,8,4416
4730,4,1306
4731,,
4732,4,4036
4733,2,4029
4734,3,4093
4735,3,4626
4736,,
4737,4,194
4738,5,4425
4739,4,854
4740,3,4872
4741,3,2816
4742,3,4811
4743,4,3328
4744,2,83
4745,3,294
4746,,
4747,,
4748,2,4029
4749,,
4750,,
4751,3,4296
4752,,
4753,2,4691
4754,4,3936
4755,3,4753
4756,2,4659
4757,4,1184
4758,,
4759,4,1127
4760,4,2265
4761,3,4065
4762,,
4763,3,3959
4764,5,64
4765,4,1866
4766,4,3961
4767,3,4948
4768,3,294
4769,4,1694
4770,3,4941
4771,4,4172
4772,,
4773,4,973
4774,3,728
4775,3,4050
4776,3,2328
4777,,
4778,4,378
4779,3,294
4780,4,3768
4781,3,4363
4782,,
4783,4,4062
4784,7,1847
4785,3,3340
4786,3,3521
4787,5,1359
4788,3,805
4789,4,431
4790,3,232
4791,,
4792,3,232
4793,4,651
4794,3,3313
4795,4,2518
4796,4,1199
4797,4,1787
4798,4,3382
4799,,
4800,4,1059
4801,3,4465
4802,3,2474
4803,2,1085
4804,4,3727
4805,5,4451
4806,3,4123
4807,2,4691
4808,2,3613
4809,4,2125
4810,3,3854
4811,2,1946
4812,3,752
4813,4,3635
4814,4,2639
4815,2,1085
4816,3,857
4817,,
4818,4,2371
4819,5,4451
4820,3,4296
4821,3,503
4822,4,2631
4823,3,1940
4824,4,3796
4825,4,324
4826,4,3849
4827,4,4189
4828,4,1972
4829,4,3185
4830,3,4296
4831,4,277
4832,3,3340
4833,3,4811
4834,,
4835,4,854
4836,5,4374
4837,,
4838,3,2302
4839,3,3602
4840,4,2911
4841,5,2261
4842,,
4843,4,1262
4844,3,1768
4845,4,635
4846,6,4056
4847,4,1866
4848,4,1866
4849,3,1940
4850,3,3786
4851,4,2440
4852,4,1693
4853,5,1586
4854,5,3184
4855,,
4856,2,1946
4857,4,854
4858,2,1946
4859,4,4850
4860,2,2157
4861,4,3382
4862,,
4863,4,2028
4864,3,3560
4865,4,1152
4866,3,1035
4867,3,4251
4868,4,3723
4869,3,4874
4870,3,247
4871,4,431
4872,2,4029
4873,2,2724
4874,2,1085
4875,3,882
4876,,
4877,2,1518
4878,8,4416
4879,4,2565
4880,4,1861
4881,4,204
4882,3,3334
4883,3,4065
4884,2,1946
4885,2,2724
4886,3,725
4887,2,4691
4888,3,3560
4889,2,2551
4890,1,2720
4891,3,4811
4892,,
4893,4,726
4894,3,232
4895,4,217
4896,2,4691
4897,,
4898,,
4899,3,3637
4900,2,3246
4901,3,696
4902,3,185
4903,2,4659
4904,5,831
4905,4,3796
4906,2,1946
4907,3,3717
4908,3,1246
4909,6,2274
4910,2,2747
4911,4,4381
4912,,
4913,5,3917
4914,3,4363
4915,5,2955
4916,4,2141
4917,4,2685
4918,3,2414
4919,4,2028
4920,4,854
4921,4,770
4922,2,1946
4923,4,1515
4924,3,2664
4925,5,441
4926,3,3230
4927,2,463
4928,3,573
4929,4,1493
4930,4,854
4931,3,4024
4932,4,3612
4933,3,3823
4934,,
4935,1,2720
4936,3,4065
4937,,
4938,5,4552
4939,3,294
4940,3,3840
4941,2,1138
4942,,
4943,2,2747
4944,4,3604
4945,5,4138
4946,3,1238
4947,3,1129
4948,2,472
4949,5,2860
4950,,
4951,4,4820
4952,,
4953,3,3340
4954,3,2813
4955,2,4029
4956,,
4957,3,2915
4958,4,272
4959,3,1129
4960,4,1417
4961,4,3928
4962,3,1317
4963,,
4964,5,2130
4965,4,1439
4966,,
4967,4,4101
4968,3,1885
4969,5,1239
4970,4,589
4971,,
4972,4,661
4973,3,1565
4974,,
4975,3,4063
4976,1,2720
4977,4,706
4978,4,4292
4979,,
4980,4,1932
4981,3,3340
4982,3,464
4983,,
4984,3,4363
4985,,
4986,3,2154
